Datetime,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
2021-08-10 00:38:00,0.0,19.712234,85.246239,22.150864,94.291206,19.977377,82.096245,21.12718,21.819542,21.677946,7.992611,8.617424,25.892588,24.310087,8.028792,8.696307,27.185707,22.556686,0.0,24.941986,88.616669,22.032804,69.000008,-15.036513,20.48683
2021-08-10 00:39:00,0.0,19.708071,85.247589,22.135538,94.212532,19.944992,82.266663,21.12718,21.798719,21.661287,7.983608,8.617273,25.898659,24.314135,8.023659,8.692183,27.171539,22.554602,0.0,24.934633,88.613007,22.00699,70.000008,-15.036513,20.470535
2021-08-10 00:40:00,0.0,19.701822,85.272552,22.114843,94.146057,19.920403,82.032967,21.12718,21.779978,21.62797,7.983625,8.617395,25.878424,24.310087,8.01954,8.69001,27.161423,22.550438,0.0,24.943747,88.609093,22.00699,69.000008,-15.036513,20.441818
2021-08-10 00:41:00,0.0,19.799692,85.291588,22.095816,94.097603,19.902946,82.793663,21.12718,21.769567,21.607145,7.981222,8.606012,25.880447,24.308062,8.015128,8.687217,27.167494,22.550438,0.0,24.946192,88.625389,22.00699,70.000008,-15.036513,20.433487
2021-08-10 00:42:00,0.0,19.853834,85.34259,22.063614,94.071869,19.872223,83.774155,21.12718,21.744581,21.590487,7.953787,8.601996,25.858187,24.287825,8.011,8.682775,27.155352,22.542109,0.0,24.949335,88.620064,22.00699,70.000008,-15.036513,20.408358
2021-08-10 00:43:00,0.0,19.891315,85.499077,22.035265,94.065582,19.863695,84.259712,21.12718,21.721674,21.550924,7.953726,8.601933,25.860207,24.27973,8.005718,8.678767,27.147255,22.527533,0.0,24.933355,88.592888,22.004644,70.000008,-15.036513,20.405518
2021-08-10 00:44:00,0.0,19.937126,85.687263,22.022469,94.124565,19.858023,84.981346,21.157696,21.709177,21.534264,7.953876,8.60191,25.846041,24.27973,8.001594,8.677412,27.135117,22.531698,0.0,24.932503,88.569519,21.957712,69.000008,-15.036513,20.391907
2021-08-10 00:45:00,0.0,19.903809,85.885765,22.018393,94.212532,19.854944,85.718315,21.237516,21.688356,21.513441,7.946243,8.599499,25.85009,24.269613,7.998222,8.673396,27.129042,22.512955,0.0,24.930481,88.530609,21.920166,70.000008,-15.036513,20.370031
2021-08-10 00:46:00,0.0,19.928797,86.009148,22.008379,94.304909,19.852627,86.027283,21.216385,21.682112,21.496782,7.93876,8.587124,25.841995,24.27973,7.994404,8.669172,27.122971,22.498381,0.0,24.944433,88.58654,21.89435,70.000008,-15.036513,20.352779
2021-08-10 00:47:00,0.0,19.87882,86.067322,22.003426,94.377754,19.862371,85.461006,21.12718,21.682108,21.482208,7.938692,8.587111,25.854136,24.27973,7.990763,8.66348,27.114878,22.498381,0.0,24.948965,88.591911,21.89435,70.000008,-15.036513,20.335764
2021-08-10 00:48:00,0.0,19.914221,86.096031,21.993059,94.456116,19.861074,85.123383,21.12718,21.659204,21.473877,7.938746,8.587145,25.833902,24.269609,7.987379,8.65976,27.094641,22.483803,0.0,24.938097,88.550446,21.89435,69.000008,-15.036513,20.319286
2021-08-10 00:49:00,0.0,19.953783,86.115135,21.987162,94.536987,19.85721,85.010681,21.122484,21.663368,21.484289,7.938679,8.587086,25.841995,24.267588,7.983376,8.658195,27.08452,22.487968,0.0,24.95365,88.549706,21.89435,70.000008,-15.036513,20.319099
2021-08-10 00:50:00,0.0,19.862164,86.13102,21.983618,94.626961,19.858473,84.709007,21.035624,21.642546,21.47596,7.938656,8.5872,25.835922,24.25342,7.983309,8.659724,27.052145,22.475473,0.0,24.929895,88.522057,21.89435,70.000008,-15.036513,20.313585
2021-08-10 00:51:00,0.0,19.818434,86.107658,21.978144,94.697411,19.85951,83.868614,21.014494,21.640463,21.484289,7.938744,8.58712,25.813665,24.231163,7.983086,8.667249,27.046074,22.494215,0.0,24.954451,88.516136,21.88262,69.000008,-15.036513,20.310768
2021-08-10 00:52:00,0.0,19.93088,85.973885,21.972672,94.749382,19.859468,82.514473,20.941719,21.625887,21.482208,7.938723,8.588199,25.805571,24.190689,7.979925,8.669744,27.035955,22.492132,0.0,24.946142,88.510262,21.845076,69.000008,-15.036513,20.32173
2021-08-10 00:53:00,0.0,19.972527,85.80957,21.964111,94.790291,19.858858,81.621742,20.911201,21.621721,21.478043,7.938709,8.59938,25.785332,24.152239,7.978373,8.671091,27.031906,22.496298,0.0,24.939642,88.496094,21.807528,70.000008,-15.036513,20.329683
2021-08-10 00:54:00,0.0,19.943373,85.791924,21.964487,94.813789,19.852203,82.074982,20.967545,21.62797,21.480124,7.950045,8.601921,25.781286,24.152239,7.975595,8.674602,27.029879,22.525446,0.0,24.929733,88.51812,21.781713,69.000008,-15.036513,20.335602
2021-08-10 00:55:00,0.0,19.926712,85.8638,21.96578,94.837891,19.863554,83.415291,21.01919,21.615477,21.463465,7.95385,8.601932,25.771166,24.12385,7.972046,8.677715,27.027861,22.517118,0.0,24.949867,88.554474,21.781713,70.000008,-15.036513,20.355253
2021-08-10 00:56:00,0.0,20.047487,85.950142,21.949255,94.860603,19.851225,84.804276,21.073181,21.602982,21.46763,7.953805,8.601959,25.767118,24.111708,7.972073,8.678966,27.027857,22.533777,0.0,24.945129,88.609924,21.781713,70.000008,-15.036513,20.369062
2021-08-10 00:57:00,0.0,20.166182,86.07016,21.943781,94.882591,19.861671,85.07383,21.110746,21.602982,21.465548,7.953784,8.604796,25.777239,24.111649,7.970493,8.683961,27.015717,22.544189,0.0,24.96244,88.629028,21.781713,69.000008,-15.036513,20.38031
2021-08-10 00:58:00,0.0,20.170347,86.194122,21.940361,94.937386,19.879402,85.178833,21.094313,21.619642,21.46763,7.978617,8.617161,25.783308,24.107546,7.968266,8.689006,27.015715,22.575426,0.0,24.964035,88.63739,21.781713,70.000008,-15.036513,20.403189
2021-08-10 00:59:00,0.0,20.184921,86.324715,21.933441,94.966766,19.89086,85.432404,21.12718,21.613394,21.459299,7.983612,8.617183,25.759024,24.078802,7.968259,8.692124,26.991434,22.569178,0.0,24.93128,88.649956,21.781713,70.000008,-15.036513,20.429537
2021-08-10 01:00:00,0.0,20.241144,86.428986,21.940538,95.033997,19.906294,85.790382,21.12718,21.613394,21.461382,7.983618,8.617195,25.754976,24.072615,7.968606,8.694792,26.987387,22.573343,0.0,24.933729,88.698975,21.781713,71.000008,-15.036513,20.436039
2021-08-10 01:01:00,0.0,20.301531,86.500763,21.938828,95.076439,19.916735,86.248535,21.12718,21.632133,21.46763,7.983616,8.617084,25.769144,24.068449,7.971416,8.697405,27.005598,22.581673,0.0,24.941027,88.719421,21.781713,69.000008,-15.036513,20.435698
2021-08-10 01:02:00,0.0,20.307777,86.562172,21.94989,95.11869,19.926601,86.698212,21.12718,21.650873,21.475962,7.983524,8.617123,25.767118,24.089155,7.971954,8.697389,26.987383,22.606659,0.0,24.949228,88.753426,21.769981,70.000008,-15.036513,20.435898
2021-08-10 01:03:00,0.0,20.282791,86.644188,21.949781,95.188286,19.958963,86.841133,21.12718,21.661285,21.484289,7.983492,8.617101,25.765097,24.082968,7.972023,8.698321,26.98941,22.619156,0.0,24.939962,88.756096,21.744171,69.000008,-15.036513,20.43576
2021-08-10 01:04:00,0.0,20.109957,86.709007,21.954575,95.238365,19.976028,86.764275,21.12718,21.680029,21.505114,7.983543,8.617093,25.777239,24.10153,7.971933,8.701188,26.995481,22.619154,0.0,24.945236,88.780937,21.734785,70.000008,-15.036513,20.416233
2021-08-10 01:05:00,0.0,20.149523,86.786285,21.96244,95.303673,20.00367,86.078766,21.12718,21.673782,21.515524,7.98356,8.631175,25.77117,24.097425,7.971968,8.701789,26.99143,22.625402,0.0,24.957434,88.795815,21.727745,70.000008,-15.036513,20.405634
2021-08-10 01:06:00,0.0,20.209911,86.858398,21.971186,95.316803,20.00841,85.449066,21.12718,21.680025,21.513443,7.983637,8.632466,25.779261,24.107603,7.971989,8.704957,26.971197,22.639975,0.0,24.915245,88.847023,21.718359,70.000008,-15.036513,20.402853
2021-08-10 01:07:00,0.0,20.180758,86.936729,21.987495,95.362679,20.017363,84.751938,21.082575,21.67378,21.517607,7.997238,8.632481,25.775215,24.117836,7.974115,8.705612,26.973221,22.646223,0.0,24.945768,88.847145,21.706625,69.000008,-15.036513,20.374777
2021-08-10 01:08:00,0.0,20.197416,86.928978,21.995138,95.395103,20.038345,83.629143,20.960499,21.659204,21.517607,7.998436,8.632445,25.78331,24.107542,7.975787,8.710876,26.979288,22.656637,0.0,24.953436,88.845917,21.699585,70.000008,-15.036513,20.363291
2021-08-10 01:09:00,0.0,20.224485,86.750763,22.003675,95.434296,20.058455,81.883873,20.824339,21.663368,21.51969,8.004935,8.632413,25.791403,24.115812,7.975792,8.712403,26.975245,22.683706,0.0,24.955673,88.820946,21.671427,70.000008,-15.036513,20.343441
2021-08-10 01:10:00,0.0,20.282793,86.515465,21.99383,95.458244,20.068678,80.88295,20.789125,21.682112,21.517607,8.013837,8.635036,25.783308,24.134026,7.973788,8.714592,26.989408,22.710775,0.0,24.933142,88.830711,21.669081,70.000008,-15.036513,20.332632
2021-08-10 01:11:00,0.0,20.253637,86.635994,21.997763,95.49057,20.085775,81.514359,20.913549,21.680029,21.505114,8.013829,8.633216,25.791403,24.138075,7.972047,8.716114,26.98941,22.706612,0.0,24.955355,88.860344,21.669081,70.000008,-15.036513,20.315966
2021-08-10 01:12:00,0.0,20.14744,86.749596,22.007059,95.498711,20.095461,82.861404,21.03797,21.675859,21.500948,8.013804,8.634349,25.803545,24.136053,7.969139,8.71609,26.975245,22.708694,0.0,24.925795,88.846436,21.669081,70.000008,-15.036513,20.302181
2021-08-10 01:13:00,0.0,20.087055,86.828728,22.010466,95.496056,20.100609,83.699303,21.12718,21.682108,21.500946,8.013785,8.6364,25.7995,24.125933,7.968202,8.715773,26.979292,22.725355,0.0,24.932768,88.842873,21.669081,70.000008,-15.036513,20.302006
2021-08-10 01:14:00,0.0,20.082888,86.861145,22.018164,95.495514,20.104898,83.324669,21.12718,21.675863,21.503035,8.013148,8.634875,25.791403,24.140099,7.968235,8.712715,26.97727,22.737846,0.0,24.920839,88.796356,21.669081,69.000008,-15.036513,20.301859
2021-08-10 01:15:00,0.0,20.064148,86.868462,22.013086,95.480461,20.109194,83.102455,21.026232,21.669617,21.490538,8.00247,8.632476,25.791403,24.132002,7.968231,8.712377,26.965124,22.727434,0.0,24.938683,88.788239,21.669081,70.000008,-15.036513,20.284853
2021-08-10 01:16:00,0.0,20.064146,86.83033,22.026253,95.470337,20.106108,82.926552,20.934675,21.677942,21.488455,8.004913,8.63253,25.777239,24.144144,7.968267,8.712366,26.971197,22.737846,0.0,24.945501,88.792229,21.669081,69.000008,-15.036513,20.284472
2021-08-10 01:17:00,0.0,20.051653,86.756874,22.019264,95.455688,20.107147,81.504326,20.901812,21.680029,21.490538,8.009177,8.632415,25.779264,24.12998,7.968206,8.712334,26.959053,22.752424,0.0,24.936178,88.785034,21.669081,70.000008,-15.036513,20.286991
2021-08-10 01:18:00,0.0,20.016256,86.690826,22.028524,95.457878,20.101587,80.642616,20.901812,21.677942,21.484291,7.999689,8.632516,25.77117,24.134027,7.967321,8.712068,26.961077,22.756586,0.0,24.939054,88.812805,21.669081,70.000008,-15.036513,20.27648
2021-08-10 01:19:00,0.0,19.999596,86.647713,22.016138,95.454407,20.107332,81.079758,20.901812,21.675865,21.475962,7.998503,8.632461,25.761047,24.138075,7.964575,8.708919,26.946913,22.775328,0.0,24.953545,88.799873,21.669081,69.000008,-15.036513,20.273863
2021-08-10 01:20:00,0.0,19.951702,86.573372,22.027201,95.446266,20.106178,80.891289,20.901812,21.677946,21.488455,7.998276,8.632354,25.750931,24.140099,7.964578,8.706738,26.946913,22.775328,0.0,24.933037,88.800026,21.669081,70.000008,-15.036513,20.26795
2021-08-10 01:21:00,0.0,19.980854,86.460022,22.016954,95.443352,20.098022,80.430237,20.901812,21.663368,21.496782,7.989591,8.632313,25.73069,24.156286,7.963599,8.704479,26.946913,22.764915,0.0,24.932558,88.820244,21.669081,69.000008,-15.036513,20.265295
2021-08-10 01:22:00,0.0,19.901728,86.416161,22.019602,95.438904,20.091761,80.379784,20.901812,21.665451,21.490538,7.983424,8.632012,25.710455,24.162359,7.960743,8.701118,26.938818,22.783655,0.0,24.937883,88.815857,21.669081,70.000008,-15.036513,20.264994
2021-08-10 01:23:00,0.0,19.874655,86.350838,22.009939,95.427864,20.081345,81.156715,20.901812,21.675863,21.484289,7.98351,8.617717,25.716528,24.164383,7.960211,8.700852,26.928701,22.802399,0.0,24.932343,88.800293,21.666735,69.000008,-15.036513,20.262413
2021-08-10 01:24:00,0.0,19.855915,86.339592,21.991652,95.406769,20.083712,80.858093,20.904158,21.669617,21.480124,7.983632,8.617137,25.698317,24.152239,7.956931,8.697291,26.944891,22.804482,0.0,24.928085,88.803734,21.659693,70.000008,-15.036513,20.268312
2021-08-10 01:25:00,0.0,19.980856,86.332512,21.990509,95.389076,20.073317,81.294724,20.908854,21.669615,21.486372,7.983447,8.617039,25.700338,24.146166,7.956885,8.695384,26.942863,22.821138,0.0,24.963877,88.787422,21.633879,70.000008,-15.036513,20.268581
2021-08-10 01:26:00,0.0,20.037077,86.326111,21.989935,95.34977,20.082178,80.614838,20.899464,21.675863,21.486372,7.974089,8.61716,25.694267,24.14212,7.95698,8.693579,26.930723,22.823221,0.0,24.925102,88.777924,21.589293,69.000008,-15.036513,20.256836
2021-08-10 01:27:00,0.0,19.899643,86.257835,21.992058,95.328094,20.065065,79.936089,20.838425,21.652956,21.473877,7.96487,8.617096,25.690218,24.133966,7.956953,8.693594,26.924652,22.82947,0.0,24.931383,88.78363,21.570518,70.000008,-15.036513,20.262737
2021-08-10 01:28:00,0.0,19.835093,86.198433,21.977356,95.294579,20.056448,79.293137,20.789125,21.638382,21.455137,7.983636,8.617034,25.690222,24.111765,7.956947,8.693599,26.902391,22.827387,0.0,24.954184,88.771263,21.55644,70.000008,-15.036513,20.2516
2021-08-10 01:29:00,0.0,19.860081,86.12561,21.969561,95.26049,20.052053,79.164986,20.817299,21.640463,21.459303,7.983643,8.617027,25.661888,24.09112,7.953455,8.696366,26.90037,22.841963,0.0,24.917376,88.807686,21.55644,69.000008,-15.036513,20.2444
2021-08-10 01:30:00,0.0,19.88715,86.090912,21.960867,95.229004,20.033117,80.057549,20.915895,21.659203,21.440561,7.983465,8.617195,25.645699,24.072611,7.953081,8.699243,26.912514,22.875277,0.0,24.944435,88.838631,21.55644,70.000008,-15.036513,20.237015
2021-08-10 01:31:00,0.0,19.964197,86.15519,21.948999,95.187538,20.032108,81.019096,20.99806,21.646711,21.428068,7.983621,8.61881,25.641653,24.058039,7.949356,8.699544,26.896322,22.896101,0.0,24.921904,88.854134,21.55644,71.000008,-15.036513,20.232279
2021-08-10 01:32:00,0.0,19.970442,86.197121,21.941187,95.159218,20.016556,82.194572,21.014494,21.644629,21.415573,7.983507,8.617183,25.633554,24.055956,7.949324,8.697307,26.896322,22.887772,0.0,24.938843,88.855843,21.55644,69.000008,-15.036513,20.209784
2021-08-10 01:33:00,0.0,19.924631,86.26194,21.927673,95.130219,20.006929,82.808311,21.021538,21.62797,21.380173,7.983495,8.617126,25.625463,24.039297,7.94896,8.695905,26.874062,22.887772,0.0,24.935326,88.821777,21.55644,70.000008,-15.036513,20.201365
2021-08-10 01:34:00,0.0,19.907974,86.306915,21.909967,95.11573,19.993948,83.060478,21.005106,21.632135,21.382256,7.983418,8.617043,25.599157,24.030968,7.945463,8.693538,26.863943,22.908594,0.0,24.911089,88.814613,21.55644,69.000008,-15.036513,20.198673
2021-08-10 01:35:00,0.0,19.874657,86.347816,21.89707,95.085915,19.981188,82.733421,20.972239,21.640463,21.384338,7.983337,8.617031,25.587015,24.022638,7.945474,8.693994,26.861917,22.919006,0.0,24.936499,88.806305,21.55644,70.000008,-15.036513,20.192831
